,STATE,DISTRICT,COLLEGE NAME,ADDRESS
690,TAMILNADU,COIMBATORE,GOVERNMENT COLLEGE OF TECHNOLOGY,THADAGAM ROAD COIMBATORE
691,TAMILNADU,COIMBATORE,UNITED INSTITUTE OF TECHNOLOGY,"G.KOUNDAMPALAYAM, PERIYANAICKENPALAYAM"
692,TAMILNADU,NAMAKKAL,PAVAI COLLEGE OF TECHNOLOGY,"NH-7, SALEM-NAMAKKAL HIGHWAYS, PACHAL POST, NAMAKKAL DT. TAMIL NADU PIN:637 018"
693,TAMILNADU,KANCHIPURAM,LORD AYYAPPA INSTITUTE OF ENGINEERING & TECHNOLOGY,UTHUKADU WALAJABAD KANCHEEPURAM DISTRICT
694,TAMILNADU,THOOTHUKUDI,INFANT JESUS COLLEGE OF ENGINEERING,"KAMARAJAR NAGAR, TIRUNELVELI - THOOTHUKUDI HIGHWAY (NH-7A), KEELAVALLANADU VILLAGE, ELLANAYAKKAN PATTI POST, SRIVAIKUNDAM TALUK, THOOTHUKUDI DISTR"
695,TAMILNADU,PERAMBALUR,SRI RAMAKRISHNA COLLEGE OF ENGINEERING,"SRI SARADHA NAGAR, NH - 45,"
696,TAMILNADU,VELLORE,PODHIGAI COLLEGE OF ENGINEERING & TECHNOLOGY,"SALEM MAIN ROAD, ADIYUR POST,TIRUPATTUR TALUK - 635 601. VELLORE DIST TAMILNADU"
697,TAMILNADU,TIRUVANNAMALAI,OXFORD COLLEGE OF ENGINEERING,"VENMANI VILLAGE, KARAIPOONDI POST, POLUR 606 803"
698,TAMILNADU,KARUR,M.KUMARASAMY COLLEGE OF ENGINEERING,"M KUMARASAMY COLLEGE OF ENGINEERING, THALAVAPALAYAM, KARUR - 639113"
699,TAMILNADU,ARIYALUR,MEENAKSHI RAMASWAMY ENGINEERING COLLEGE,MR KALVI NAGAR THATHANUR POST UDAYARPALAYAM TK ARIYALUR DT
700,TAMILNADU,NAGAPATTINAM,HAJI SHEIK ISMAIL ENGINEERING COLLEGE,"ESANOOR, KEELAIYUR-PO THIRUKKUVALAI -TK NAGAPATTINAM -DT"
701,TAMILNADU,KANYAKUMARI,RAJAS INTERNATIONAL INSTITUTE OF TECHNOLOGY FOR WOMEN,"OZHUGINASERY, NAGERCOIL KANYAKUMARI DIST. TAMILNADU SOUTH INDIA"
702,TAMILNADU,VELLORE,GGR COLLEGE OF ENGINEERING,"CHENNAI-BANGALORE HIGHWAY, PILLAIYARKUPPAM, PERUMUGAI, VELLORE"
703,TAMILNADU,COIMBATORE,SNS COLLEGE OF ENGINEERING,"SATHY MAIN ROAD KURUMBAPALAYAM (PO), COIMBATORE - 641 107"
704,TAMILNADU,COIMBATORE,ADITHYA INSTITUTE OF TECHNOLOGY,"SF NO. 348/1, 349/1, KURUMBAPALAYAM VILLAGE, SS KULUM POST, COIMBATORE"
705,TAMILNADU,TIRUPPUR,PROFESSIONAL GROUP OF INSTITUTIONS,"SFNO 166 , 167 PROFESSIONAL NAGAR"
706,TAMILNADU,THIRUVALLUR,PANIMALAR ENGINEERING COLLEGE,"BANGALORE TRUNK ROAD, NAZARATHPET, VARADHARAJAPURAM, POONAMALLEE, THIRUVALLUR(DT)"
707,TAMILNADU,COIMBATORE,KUMARAGURU COLLEGE OF TECHNOLOGY,CHINNAVEDAMPATTI
708,TAMILNADU,THIRUVALLUR,SRI VENKATESWARA COLLEGE OF ENGINEEIRNG & TECHNOLOGY,THIRUPACHUR THIRUVALLUR TALUK AND DISTRICT
709,TAMILNADU,ERODE,NANDHA COLLEGE OF TECHNOLOGY,"235, CHENNIMALAIPALAYAM ROAD PITCHANDAMPALAYAM POST VEPPAMPALAYAM VILLAGE ERODE - 638 052"
710,TAMILNADU,CUDDALORE,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,"JAYARAM NAGAR, CHELLANGKUPPAM, CUDDALORE, TAMILNADU - 607 003"
711,TAMILNADU,TIRUCHIRAPPALLI,SARANATHAN COLLEGE OF ENGINEERING,VENKATESWARA NAGAR EDAMALAIPATTIPUDUR POST PANJAPPUR VILLAGE SRIRANGAM TALUK
712,TAMILNADU,VIRUDHUNAGAR,SETHU INSTITUTE OF TECHNOLOGY,PULLOOR KARIAPATTI
713,TAMILNADU,TIRUNELVELI,FRANCIS XAVIER ENGINEERING COLLEGE,"103 G2, BY PASS ROAD, VANNARPETTAI TIRUNELVELI - 627 003"
714,TAMILNADU,CUDDALORE,DR.NAVALAR NEDUNCHEZHIYAN COLLEGE OF ENGINEERING,"RAJA NAGAR,VAITHIYANATHAPURAM, THOLUDUR - 606 303, CUDDALORE DISTRICT,TAMILNADU."
715,TAMILNADU,COIMBATORE,INFO INSTITUTE OF ENGINEERING,"S F NO.194-200, N.H.209, SATHY ROAD, SARAKARSAMAKULAM, KOVILPALAYAM, COIMBATORE-641107."
716,TAMILNADU,COIMBATORE,NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY,"""NEHRU GARDENS"" THIRUMALAYAMPALAYAM (PO) COIMBATORE-641105"
717,TAMILNADU,RAMANATHAPURAM,MOHAMED SATHAK ENGINEERING COLLEGE,"SATHAK NAGAR, EAST COAST ROAD, PUDHU MAYAKULAM, KILAKARAI, RAMANATHAPURAM DIST"
718,TAMILNADU,TIRUVANNAMALAI,S.R.I. COLLEGE OF ENGINEERING & TECHNOLOGY,"321/15, MELMARUVATHUR ROAD, BIRUDUR, VANDAVASI"
719,TAMILNADU,THIRUVALLUR,VEL TECH HIGH TECH DR.RANGARAJAN DR.SAKUNTHALA ENGINEERING COLLEGE,"NO-60,VELTECH ROAD,AVADI"
720,TAMILNADU,COIMBATORE,RANGANATHAN ENGINEERING COLLEGE,"VIRALIYUR (PO),THONDAMUTHUR (VIA), COIMBATORE-641 109, TAMILNADU."
721,TAMILNADU,TIRUVANNAMALAI,S.K.P. ENGINEERING COLLEGE,"CHINNKANGIYANUR, SOMASIPADI POST, TIRUVANNAMALAI TALUK, TIRUVANNAMALAI DIST"
722,TAMILNADU,KANYAKUMARI,ANNAI VAILANKANNI COLLEGE OF ENGINEERING,"AVK NAGAR, POTHAIYADISALAI POTTALKULAM AZHAGAPPAPURAM.P.O KANYA KUMARI DISTRICT - 629401. TAMIL NADU"
723,TAMILNADU,VELLORE,RANIPPETTAI ENGINEERING COLLEGE,"THENKADAPANTHANGAL - 632513, WALLAJAH TALUK, VELLORE DISTRICT, TAMILNADU."
724,TAMILNADU,VIRUDHUNAGAR,P.S.R. RENGASAMY COLLEGE OF ENGINEERING FOR WOMEN,APPAYANAICKENPATTI SEVALPATTI SIVAKASI
725,TAMILNADU,TIRUVANNAMALAI,SKP INSTITUTE OF TECHNOLOGY,SKP INSTITUTE OF TECHNOLOGY CHINNAKANGIYANUR SOMASIPADI POST TIRUVANNAMALAI TAMIL NADU-606611
726,TAMILNADU,COIMBATORE,SRI KRISHNA COLLEGE OF TECHNOLOGY,KOVAIPUDUR POST
727,TAMILNADU,DHARMAPURI,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,THOPPUR DHARMAPURI (DT)
728,TAMILNADU,COIMBATORE,SUGUNA COLLEGE OF ENGINEERING,"NEHRU NAGAR (WEST), KALAPATTI ROAD, CIVIL AERODROME (PO)"
729,TAMILNADU,SIVAGANGA,CSIR - CENTRAL ELECTROCHEMICAL RESEARCH INSTITUTE,"CENTRAL ELECTROCHEMICAL RESEARCH INSTITUTE, KARAIKUDI"
730,TAMILNADU,COIMBATORE,NEHRU INSTITUTE OF TECHNOLOGY,JAWAHAR GARDENS KALIAPURAM THIRUMALAYAMPALAYAM COIMBATORE-641105
731,TAMILNADU,TIRUCHIRAPPALLI,OXFORD ENGINEERING COLLEGE,PIRATTIYUR
732,TAMILNADU,VILUPPURAM,IDHAYA ENGINEERING COLLEGE FOR WOMEN,NAINARPALAYAM ROAD CHINNA SALEM VILLUPURAM DT
733,TAMILNADU,KANCHIPURAM,AKSHEYAA COLLEGE OF ENGINEERING,PULUDIVAKKAM MADHURANTAGAM TALUK KANCHEEPURAM DISTRICT
734,TAMILNADU,THANJAVUR,AS-SALAM COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUMANGALAKUDI - ADUTHURAI THIRUVIDAIMARUTHUR - 612 102 THANJAVUR DISTRICT
735,TAMILNADU,SALEM,GANESH COLLEGE OF ENGINEERING,"ATTUR MAIN ROAD, METTUPATTI, SALEM"
736,TAMILNADU,DINDIGUL,ARINGER ANNA COLLEGE OF ENGINEERING AND TECHNOLOGY,"SF.NO.145/1A1,METTUPATTY VILLAGE,PALANI TALUK,DINDIGUL DIST, TAMILNADU"
737,TAMILNADU,KANYAKUMARI,DMI ENGINEERING COLLEGE,"KUMARAPURAM ROAD, ARALVAIMOZHI, KANYAKUMARI DIST-629301"
738,TAMILNADU,COIMBATORE,PARK COLLEGE OF TECHNOLOGY,"PREMA RAVI NAGAR, KARUMATHAMPATTY, COIMBATORE - 641659"
739,TAMILNADU,NAGAPATTINAM,SEMBODAI RUKMANI VARATHARAJAN ENGINEERING COLLEGE,"SEMBODAI-POST, VEDARANIAM-TK, NAGAPATTINAM-DT TAMILNADU-614 820."
740,TAMILNADU,DINDIGUL,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,"CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY, NEAR CHECK POST, ODDANCHATRAM - 624 619, DINDIGUL DISTRICT, TAMILNADU."
741,TAMILNADU,ERODE,AL-AMEEN ENGINEERING COLLEGE,"KARUNDEVANPALAYAM, NANJAI UTHUKKULI (POST) ERODE, ERODE DISTRICT, PINCODE-638104 TAMIL NADU"
742,TAMILNADU,TIRUCHIRAPPALLI,K RAMAKRISHNAN COLLEGE OF TECHNOLOGY,"KARIYAMANICKAM ROAD, MANNACHANALLUR TALUK"
743,TAMILNADU,TIRUNELVELI,THAMIRABHARANI ENGINEERING COLLEGE,"WARD-1 THATCHANALLUR, CHATTIRAM PUTHUKULLAM VILLAGE, VEPAKULLAM -CHIDHABRA NAGAR ROAD"
744,TAMILNADU,SALEM,SHREE SATHYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,MANJAKKALPATTI KUPPANUR. POST SANKARI.TALUK SALEM. DISTRICT
745,TAMILNADU,DHARMAPURI,SHREENIVASA ENGINEERING COLLEGE,"B.PALLIPATTI, BOMMIDI, PAPPIREDDIPATTI TALUK, DHARMAPURI DISTRICT TAMILNADU."
746,TAMILNADU,KANCHIPURAM,APOLLO ENGINEERING COLLEGE,"MEVALOORKUPPAM, VALARPURAM POST, SRIPERUMBUDUR TALUK, KANCHIPURAM DISTRICT, TAMILNADU."
747,TAMILNADU,KANCHIPURAM,MOHAMED SATHAK A.J COLLEGE OF ENGINEERING,"#34,RAJIV GANDHI ROAD (OMR), IT HIGHWAY SIRUSERI, EGATTUR, CHENNAI. PIN-603 103"
748,TAMILNADU,COIMBATORE,KARPAGAM INSTITUTE OF TECHNOLOGY,"KARPAGAM INSTITUTE OF TECHNOLOGY S.F.NO:247,248. L&T BYPASS ROAD SEERAPALAYAM VILLAGE BODIPALAYAM POST COIMBATORE - 641 105 TAMILNADU"
749,TAMILNADU,VILUPPURAM,E.S.ENGINEERING COLLEGE,"CHENNAI TRUNK ROAD, AYYANKOILPATTU,"
750,TAMILNADU,ERODE,SURYA ENGINEERING COLLEGE,"PERUNDURAI ROAD, MANAL MEDU, METTUKADAI, KATHIRAMPATTI POST"
751,TAMILNADU,TIRUPPUR,ERODE BUILDER EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS,EBET KNOWLEDGE PARK ERODE ROAD NATHAKADAIYUR KANGEYAM
752,TAMILNADU,PUDUKKOTTAI,M.A.R. COLLEGE OF ENGINEERING AND TECHNOLOLGY,"TRICHY - VIRALIMALAI MAIN ROAD BOOTHAKUDI, RASANAICKENPATTY PO, ILLUPPUR TALUK, PUDUKKOTTAI DISTRICT, 621 316. TAMIL NADU."
753,TAMILNADU,THANJAVUR,P.R.ENGINEERING COLLEGE,"THANJAVUR-TRICHY HIGH WAYS VALLAM,THANJAVUR."
754,TAMILNADU,KANCHIPURAM,ST.JOSEPH'S INSTITUTE OF TECHNOLOGY,"JEPPIAAR NAGAR, OLD MAMALLAPURAM ROAD, CHENNAI-600119"
755,TAMILNADU,PUDUKKOTTAI,SRI BHARATHI ENGINEERING COLLEGE FOR WOMEN,"ARANTHANGI ROAD,KAIKURICHI ALANGUDI TALUK, PUDUKKOTTAI DT,622 303"
756,TAMILNADU,TIRUNELVELI,PET ENGINEERING COLLEGE,THIRUCHENDUR ROAD VALLIOOR
757,TAMILNADU,TIRUVANNAMALAI,SRI RAMANA MAHARISHI COLLEGE OF ENGINEERING,"THUMBAI VILLAGE,CHEYYAR TALUK, THIRUVANNAMALAI DISTRICT,TAMIL NADU. PIN CODE 604407"
758,TAMILNADU,MADURAI,ULTRA COLLEGE OF ENGINEERING & TECHNOLOGY FOR WOMEN,"69/1, ULTRA NAGAR, KODIKULAM I BIT, MADURAI - CHENNAI HIGHWAY, MADURAI - 625 104, TAMIL NADU"
759,TAMILNADU,TIRUVANNAMALAI,KRS COLLEGE OF ENGINEERING,"ELANGADU,VANDAVASI,VANDAVASI TALUK,THIRUVANAMALAI DISTRICT-604408"
760,TAMILNADU,KANCHIPURAM,P.T.LEE CHENGALVARAYA NAICKER COLLEGE OF ENGINEERING & TECHNOLOGY,"OOVERY, VELIYUR POST, KANCHIPURAM, KANCHIPURAM DT. PIN : 631 502. TAMIL NADU, SOUTH INDIA."
761,TAMILNADU,TIRUNELVELI,CAPE INSTITUTE OF TECHNOLOGY,"RAJAKRISHNAPURAM POST, RADHAPURAM TALUK."
762,TAMILNADU,KANCHIPURAM,JEI MATHAAJEE COLLEGE OF ENGINEERING,"NO. 124, VISHAKANDIKUPPAM VILLAGE, SIRUVAKKAM POST KANCHIPURAM"
763,TAMILNADU,TIRUNELVELI,SARDAR RAJA COLLEGE OF ENGINEERING,"RAJA NAGAR, ALANGULAM, TIRUNELVELI DIST, TAMILNADU."
764,TAMILNADU,NAMAKKAL,MAHENDRA ENGINEERING COLLEGE FOR WOMEN,"KOMARAMANAGALAM POST, TIRUCHENGODE TALUK, NAMAKKAL DT"
765,TAMILNADU,SALEM,AVS ENGINEERING COLLEGE,"MILITARY ROAD, AMMAPET, SALEM"
766,TAMILNADU,KANYAKUMARI,BETHLAHEM INSTITUTE OF ENGINEERING,NADUTHERI KARUNGAL
767,TAMILNADU,KARUR,N.S.N. COLLEGE OF ENGINEERING AND TECHNOLOGY,N. S. N. KALVI NAGAR KARUR-MADURAI NH-7 MANALMEDU THALAPATTI(PO)
768,TAMILNADU,VIRUDHUNAGAR,MEPCO SCHLENK ENGINEERING COLLEGE,"SIVAKASI, MEPCO ENGINEERING COLLEGE POST - 626 005 VIRUDHUNAGAR DISTRICT, TAMILNADU"
769,TAMILNADU,CUDDALORE,KRISHNASAMY COLLEGE OF ENGINEERING & TECHNOLOGY,"NELLIKUPPAM MAIN ROAD, S. KUMARAPURAM, CUDDALORE, TAMIL NADU, SOUTH INDIA"
770,TAMILNADU,KANCHIPURAM,APOLLO PRIYADARSHANAM INSTITUTE OF TECHNOLOGY,"PANRUTTI, NEAR ORAGADAM JUNCTION, SRIPERUMBUDUR TALUK,KANCHIPURAM DT, TAMIL NADU"
771,TAMILNADU,TIRUPPUR,MAHARAJA PRITHVI ENGINEERING COLLEGE,"KUPPANADAMPALAYAM PO, PALANKARAI VILLAGE, AVINASHI TK, TIRUPUR DT-641654."
772,TAMILNADU,THIRUVARUR,ANJALAI AMMAL MAHALINGAM ENGINEERING COLLEGE,ANJALAI AMMAL MAHALINGAM ENGG COLLEGE KOVILVENNI
773,TAMILNADU,KANCHIPURAM,ARIGNAR ANNA INSTITUTE OF SCIENCE AND TECHNOLOGY,"PENNALUR, SRIPERUMBUDUR - 602 105, KANCHEEPURAM DIST, TAMILNADU."
774,TAMILNADU,NAMAKKAL,SSM COLLEGE OF ENGINEERING,"NH-47 SALEM MAIN ROAD, KOMARAPALAYAM NAMKKAL DISTRICT"
775,TAMILNADU,VIRUDHUNAGAR,P.S.R.ENGINEERING COLLEGE,"APPAYANAICKENPATTY, SEVALPATTY, SIVAKASI-626 140, VIRUDHUNAGAR(DIST)."
776,TAMILNADU,SALEM,SONA COLLEGE OF TECHNOLOGY,"SONA NAGAR, THIAGARAJAR POLYTECHNIC COLLEGE ROAD, SURAMANGALAM (PO), SALEM DISTRICT, TAMILNADU"
777,TELANGANA,ADILABAD,RGUKT- BASAR,"MUDHOLE MANDAL, ADILABAD DISTRICT. HEAD OFFICE: RGUKT VINDHYA C-4, IIIT-H CAMPUS, GACHIBOWLI, HYDERABAD."
778,TELANGANA,RANGAREDDI,VIVEKANANDA GROUP OF INSTITUTIONS,BATASINGARAM(VI) HAYATHNAGAR(M) RANGA REDDY DIST. 501511
779,TELANGANA,RANGAREDDI,MALLA REDDY COLLEGE OF ENGINEERING & TECHNOLOGY,"MAISAMMAGUDA, DHULAPALLY VILLAGE, (VIA) HAKIMPET, MEDCHAL MANDAL, R.R. DIST., SECUNDERABAD -500 014."
780,TELANGANA,RANGAREDDI,CMR ENGINEERING COLLEGE,KANDLAKOYA (V) MEDCHAL (M)
781,TELANGANA,HYDERABAD,JB INSTITUTE OF ENGINEERING AND TECHNOLOGY,"YENKAPALLY VILLAGE MOINABAD MANDAL, RANGA REDDY DISTRICT ANDHRA PRADESH"
782,TELANGANA,RANGAREDDI,SIDDHARTHA INSTITUTE OF TECHNOLOGY AND SCIENCES,"NARAPALLY, KORREMULA ROAD, GHATAKESAR MANDAL, RANGA REDDY DIST. HYDERABAD-501301. ANDHRA PRADESH."
783,TELANGANA,KARIMNAGAR,SINDHURA COLLGE OF ENGINEERING & TECHNOLOGY,"MEDIPALLY, GODAVARIKHANI KARIMNAGAR ( DISTRICT ) AP 505209"
784,TELANGANA,RANGAREDDI,JOGINPALLY B.R. ENGINEERING COLLEGE,"SURVEY NO.220/221, YENKAPALLY VILLAGE, HIMAYATNAGAR POST, MOINABAD MANDAL, RANGA REDDY DISTRICT. HYDERABAD...."
785,TELANGANA,RANGAREDDI,KRISHNA MURTHY INSTITUTE OF TECHNOLOGY & ENGINEERING,"SY.NO. 23 & 39, EDULABAD VILLAGE, GHATKESAR MANDAL RANGA REDDY DISTRICT, ANDHRA PRADESH, PIN: 501 301."
786,TELANGANA,RANGAREDDI,INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY,PROF. C R RAO ROAD GACHIBOWLI
787,TELANGANA,KARIMNAGAR,SREE CHAITANYA COLLEGE OF ENGINEERING,"LMD COLONY, THIMMAPOOR VILLAGE, THIMMAPOOR TEHSILDHAR, KARIMNAGAR DIST."
788,TELANGANA,RANGAREDDI,GURU NANAK INSTITUTE OF TECHNOLOGY,"KHANAPUR, MANCHAL MANDAL, IBRAHIMPATNAM,"
789,TELANGANA,RANGAREDDI,DRK COLLEGE OF ENGINEERING & TECHNOLOGY,"BOWPAMPET,VIA AIRFORCE ACADEMY, ON MIYAPUR MEDCHEL HIGHWAY."
790,TELANGANA,WARANGAL,SUJALA BHARATI INSTITUTE OF TECHNOLOGY,H.NO 2-4/1 MAIN ROAD NH 202 VIA MULUGU ROAD OGULAPUR
791,TELANGANA,KHAMMAM,LAQSHYA INSTITUTE OF TECHNOLOGY & SCIENCES,LAQSHYA INSTITUTE OF TECHNOLOGY & SCIENCES TANIKELLA(V) KONIJERLA(M) KHAMMAM(DIST)
792,TELANGANA,WARANGAL,WARANGAL INSTITUTE OF TECHNOLOGY & SCIENCE,GUDEPADU - PARAKAL ROAD OORUGONDA (V) ATHMAKUR TASHIL WARANGAL ANDHRA PRADESH 506 342
793,TELANGANA,KARIMNAGAR,NIGAMA ENGINEERING COLLEGE,SAMBAIAHPALLY VILLAGE SULTANABAD MANDAL KARIMNAGAR DISTRICT
794,TELANGANA,RANGAREDDI,FARAH INSTITUTE OF TECHNOLOGY,"SY NO. 103 & 104,SHABAD ROAD CHEVELLA,RANGA REDDY DISTRICT ANDHRA PRADESH PIN 501503"
795,TELANGANA,NALGONDA,KHADER MEMORIAL COLLEGE OF ENGINEERING & TECHNOLOGY,"KONDA BHEEMANPALLY(V), DEVARAKONDA(M), NALGONDA DISTRICT - 508248. ANDHRA PRADESH, INDIA"
796,TELANGANA,MEDAK,MEDAK COLLEGE OF ENGINEERING & TECHNOLOGY,"KONDAPAK VILLAGE & MANDAL, SIDDIPET DIVISION, MEDAK DISTRICT, ANDHRA PRADESH PIN NO. 502372"
797,TELANGANA,RANGAREDDI,SWATHI INSTITUTE OF TECHNOLOGY AND SCIENCES,KOTHAGUDEM X ROADS BATA SINGARAM NEAR RAMOJI FILM CITY HYDERABAD - 501512 RANGA REDDY DISTRICT ANDHRA PRADESH
798,TELANGANA,RANGAREDDI,ROYAL INSTITUTE OF TECHNOLOGY & SCIENCE,"SURVEY NO 54, DAMERGIDDA CHEVELLA."
799,TELANGANA,HYDERABAD,UNIVERSITY COLLEGE OF ENGINEERING,OSMANIA UNIVERSITY HYDERABAD
800,TELANGANA,RANGAREDDI,JYOTHISHMATHI COLLEGE OF ENGINEERING & TECHNOLOGY,"TURKAPALLY(V), SHAMIRPET(M), R.R DIST"
801,TELANGANA,RANGAREDDI,DRK INSTITUTE OF SCIENCE AND TECHNOLOGY,"BOWRAMPET (V), VIA AIR FORCE ACADEMY QUTBALLAPUR MANDAL RANGA REDDY DIST. 500043"
802,TELANGANA,WARANGAL,PRASAD ENGINEERING COLLEGE,PRASAD ENGINEERING COLLEGE SHAMEERPET(VILLAGE) JANGAON(MDL) WARANGAL(DIST) ANDHRA PRADESH(STATE) INDIA
803,TELANGANA,KARIMNAGAR,TRINITY COLLEGE OF ENGINEERING & TECHNOLOGY,KARIMNAGAR-505001
804,TELANGANA,RANGAREDDI,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,"SYS NO 367/7,BATASINGARAM (V) HAYATHNAGAR (M) R.R.DIST , A.P. PIN: 501 512"
805,TELANGANA,RANGAREDDI,AVANTHIS SCIENTIFIC TECHNOLOGICAL & RESEARCH ACADEMY,"GUNTHAPALLY VILLAGE,HAYATH NAGAR MANDAL NEAR RAMOJI FILM CITY,R.R.DIST.,HYDERABAD, ANDHRA PRADESH."
806,TELANGANA,RANGAREDDI,ST. MARY'S GROUP OF INSTITUTIONS HYDERABAD,"NEAR RAMOJI FILM CITY, BEHIND MOUNT OPERA, DESHMUKHI (V), POCHAMPALLY (M), NALGONDA (DT) & BATASINGARAM (V), HAYATHNAGAR (M), RANGA REDDY DISTRICT, GR"
807,TELANGANA,WARANGAL,VINUTHNA INSTITUTE OF TECHNOLOGY AND SCIENCE,"VILLAGE: HASANPARTHY, MANDAL: HASANPARTHY DIST: WARANGAL PIN: 506371"
808,TELANGANA,RANGAREDDI,DR. VRK WOMENS COLLEGE OF ENGINEERING & TECHNOLOGY,"AZIZ NAGAR,MOINABAD, RANGA REDDY DIST- 500075"
809,TELANGANA,RANGAREDDI,AMINA INSTITUTE OF TECHNOLOGY,"GHOUSE NAGAR, BABGUDA,ROAD SHAMIRPET, RR. DIST. A.P"
810,TELANGANA,KHAMMAM,SARADA INSTITUTE OF TECHNOLOGY AND SCIENCE,SARADA NAGAR RAGUNADHAPALEM KHAMMAM URBAN MANDAL KHAMMAM DIST ANDHRA PRADESH
811,TELANGANA,RANGAREDDI,ASIFIA COLLEGE ENGINEERING AND TECHNOLOGY,"SY. NO 186 & 187, CHINTULA(V), YACHARAM(M), IBRAHIMPATAN, RAGA REDDY, DIST."
812,TELANGANA,RANGAREDDI,MALLA REDDY INSTITUTE OF TECHNOLOGY,"MAISAMMAGUDA, DHULAPALLY (POST VIA HAKIMPET)"
813,TELANGANA,RANGAREDDI,SHADAN COLLEGE OF ENGINEERING & TECHNOLOGY,"PEERANCHERU, HIMAYAT SAGAR ROAD, HYDERABAD"
814,TELANGANA,RANGAREDDI,NARSIMHAREDDY ENGINEERING COLLEGE,"SY.NO: 518 MAISAMMAGUDA(V), DULLAPALLE, MEDCHAL MANDAL RANGAREDDY DISTRICT"
815,TELANGANA,RANGAREDDI,ST MARTIN'S ENGINEERING COLLEGE,ST. MARTIN'S ENGINEERING COLLEGE DHULAPALLY VILLAGE QUTABULLAPUR MANDAL R.R.DIST SECUNDERABAD 500 014 ANDHRA PRADESH
816,TELANGANA,NIZAMABAD,ARKAY COLLEGE OF ENGINEERING & TECHNOLOGY,SIVAR ACHANPALLY BODHAN DIST.NIZAMABAD ANDHRA PRADESH
817,TELANGANA,RANGAREDDI,BHARAT ENGINEERING COLEGE,"MANGALPALLY(V), IBRAHIMPATNAM(M), R.R. DIST(AP)-501510"
818,TELANGANA,RANGAREDDI,NALLA NARASIMHA REDDY EDUCATION SOCIETY'S GROUP OF INSTITUTIONS,"KORREMULA 'X' ROAD, CHOWDARIGUDA (VILLAGE), GHATKESAR (MANDAL), RANAGA REDDY (DIST)."
819,TELANGANA,RANGAREDDI,SLC'S INSTITUTE OF ENGINEERING & TECHNOLOGY,SY.NO. 17/2 PIGLIPUR(V) HAYATHNAGAR(M) NEAR RAMOJI FILM CITY
820,TELANGANA,MEDAK,MAHESHWARA ENGINEERING COLLEGE,"CHITKUL VILLAGE ISNAPUR 'X' ROADS, PATANCHERU MEDAK DIST"
821,TELANGANA,HYDERABAD,METHODIST COLLEGE OF ENGINEERING & TECHNOLOGY,"# 4-1-1001, 4-1-1-45, 878-B4, 3-2, KING KOTI ROAD, ABIDS, HYDERABAD - 500001"
822,TELANGANA,RANGAREDDI,CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,"CHAITANYA BHARATHI POST, GANDIPET, KOKAPET(VILL.) HYDERABAD. 500075"
823,TELANGANA,RANGAREDDI,SAMSKRUTI COLLEGE OF ENGINEERING AND TECHNOLOGY,"KONDAPUR VILLAGE, GHATKESAR MANDAL R.R.DIST., PIN - 501301"
824,TELANGANA,RANGAREDDI,VIGNAN'S INSTITUTE OF MANAGEMENT AND TECHNOLOGY FOR WOMEN,"KONDAPUR VILLAGE, GHATKESAR MANDAL, RANGA REDDY DISTRICT, PIN: 501301"
825,TELANGANA,KARIMNAGAR,VAAGESWARI COLLEGE OF ENGINEERING,"BESIDE LMD POLICE STATION, RAMAKRISHNA COLONY"
826,TELANGANA,RANGAREDDI,P R R MEMORIAL ENGINEERING COLLEGE,"POST & MANDAL: SHABAD, DIST: RANGA REDDY, ANDHRA PRADESH PIN CODE: 509 217."
827,TELANGANA,WARANGAL,AURORA'S RESEARCH & TECHNOLOGICAL INSTITUTE,SHAYAMPET HUNTER ROAD WARANGAL - 506001
828,TELANGANA,NALGONDA,LUMBINI GROUP OF INSTITUTIONS,"POST: ANANTHARAM, BHONGIR (MANDAL), NALGONDA(DIST)"
829,TELANGANA,MEDAK,MNR COLLEGE OF ENGINEERING & TECHNOLOGY,"MNR NAGAR, NARSAPUR ROAD, FASALWADI, SANGAREDDY MANDAL, MEDAK DIST, AP-502294"
830,TELANGANA,NIZAMABAD,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE FOR WOMEN,MANIK BHANDAR ARMOOR ROAD NIZAMABAD
831,TELANGANA,NALGONDA,SREE VAANMAYI INSTITUTE OF ENGINEERING AND TECHNOLOGY,"ANNAMPATLA VILLAGE,BIBINAGAR(M),NALGONDA(DIST),ANDHRAPRADESH-508126"
832,TELANGANA,HYDERABAD,STANLEY COLLEGE OF ENGINEERING & TECHNOLOGY FOR WOMEN,"# 5-9-78 TO 82, B-1-80 & 5-9-81, CHAPEL ROAD, ABIDS, HYDERABAD - 500001"
