Unnamed: 0,STATE,DISTRICT,COLLEGE NAME,INTERNATIONAL DIAL CODE ,ADDRESS,DEPARTMENTS,HOD/FACULTY DETAILS,EMAIL ID,PHONE NUMBER,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
526,GUJARAT,AHMEDABAD,APOLLO INSTITUTE OF ENGGINEERING & TECHNOLOGY,1-2813585601,"C/O SNME CAMPUS AT: ANASAN, NARODA-DEHGAM ROAD,TA: DASKROI, AHMEDABAD-382330 GUJARAT","CIVIL,  MECH, CSE, ELECTRICAL, IT, AERO",,,,,,,
527,GUJARAT,ANAND,G H PATEL COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813585843,BAKROL ROAD VALLABH VIDYANAGAR - 388 120 TA & DIST = ANAND GUJARAT,"Chemical Engineering,Civil Engineering,Computer Engineering,Electrical Engineering,Electronics and Communications Engineering,Information Technology,Mechanical Engineering,Mechatronics Engineering,Applied Science and Humanities",,,,,,,
528,GUJARAT,RAJKOT,GOVERNMENT ENGINEERING COLLEGE,1-2813642513,"MAVADI-KANKOT ROAD, NEAR HANUMAN TEMPLE, OPP. KANKOT VILLAGE","Computer Science Engineering,ECE,Instrumentation and Control Engineering,Mechanical Engineering,Civil Engineering,Automobile Engineering",,,,,,,
529,GUJARAT,VADODARA,PARUL INSTITUTE OF TECHNOLOGY,1-2813648114,"P.O.LIMDA, TAL. WAGHODIA, DIST. VADODARA-391760 GUJARAT STATE","CIVIL,  MECH, CSE, ELECTRICAL, AERO",,,,,,,
530,GUJARAT,VADODARA,BABARIA INSTITUTE OF TECHNOLOGY,1-2813659630,VADODARA MUMBAI NH#8 VARNAMA,"CIVIL,  MECH, CSE, ELECTRICAL, ECE",,,,,,,
531,GUJARAT,JAMNAGAR,B. H. GARDI COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813668265,"OPP. SHIV SHAKTI HOTEL, RAJKOT - KALAWAD HIGHWAY, VILLAGE : ANANDPAR TALUKA : KALAWAD DIST : JAMNAGAR","CIVIL,  IT, CSE, ELECTRICAL, ECE",,,,,,,
532,GUJARAT,KUTCH,"ARHAM VEERAYATAN INSTITUTE OF ENGINEERING, TECHNOLOGY & RESEARCH",1-2813669021,BHUJ-MANDVI ROAD,"CIVIL,  CHEM, CSE, ELECTRICAL, ECE",,,,,,,
533,GUJARAT,PANCHMAHAL,OM INSTITUTE OF TECHNOLOGY,1-2813672735,"AT- VANTAVACHHODA, POST- SHAHERA, DIST-PHANCHMAHAL","CIVIL,CSE, ELECTRICAL, ECE",,,,,,,
534,GUJARAT,RAJKOT,RK UNIVERSITY SCHOOL OF ENGINEERING,1-2813680505,"BHAVANAGAR HIGHWAY, KASTURBADHAM, RAJKOT-360020","CIVIL, AGRI, IT, CSE, ELECTRICAL, ECE",,,,,,,
535,GUJARAT,RAJKOT,SHRI LABHUBHAI TRIVEDI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2813685635,"AT VILLAGE MAVDI, NEAR GOVERNMENT ENGINEERING COLLEGE, KALAWAD ROAD, RAJKOT","CIVIL,  MECH, CSE, ELECTRICAL, ECE",,,,,,,
536,GUJARAT,BHARUCH,VALIA INSTITUTE OF TECHNOLOGY,1-2813688344,"AT. VALIA, NR. ANKLESHWAR, DIST. BHARUCH,GUJARAT-393135","MECH, CSE, ELECTRICAL, ECE",,,,,,,
537,GUJARAT,SURAT,MAHAVIR SWAMI COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813688743,"SURVEY NO:149, NEW CITY LIGHT ROAD, NR. ASHIRWAD VILLA, B/H. HEENA BUNGLOWS, BHARTHANA - VESU , SURAT","CIVIL,  MECH, CSE, ELECTRICAL, AUTOMOBILE",,,,,,,
538,GUJARAT,AHMEDABAD,AHMEDABAD INSTITUTE OF TECHNOLOGY,1-2813693644,BESIDE VASANTNAGAR TOWNSHIP GOTA OGNAJ ROAD OFF GOTA CROSS ROAD,"CIVIL,  MECH, CSE, ELECTRICAL, AUTOMOBILE, IT",,,,,,,
539,GUJARAT,BHARUCH,SHRI S'AD VIDYA MANDAL INSTITUTE OF TECHNOLOGY,1-2813707290,"COLLEGE CAMPUS, OLD NATIONAL HIGHWAY NO.08, BHARUCH - 392 001","CIVIL,  MECH, CSE, ELECTRICAL, ECE, CHEM , IT",,,,,,,
540,GUJARAT,PANCHMAHAL,"GOVERNMENT ENGINEERING COLLEGE,GODHRA",1-2813725344,"OPP CIVIL HOSPITAL, GODHRA","CIVIL,  MECH, ELECTRICAL, ECE",,,,,,,
541,GUJARAT,NAVSARI,S.S.AGRAWAL INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813789530,"VEERANJALI MARG, OPP. VIDYAKUNJ HIGH SCHOOL, NR. DEVINA PARK SOC.,GANDEVI ROAD","CIVIL,  MECH, CSE, ELECTRICAL, CHEM",,,,,,,
542,GUJARAT,JUNAGADH,DR. SUBHASH TECHNICAL CAMPUS,1-2813795587,KHAMDHROL ROAD,"CIVIL,  IT, CSE, ELECTRICAL, ECE",,,,,,,
543,GUJARAT,AHMEDABAD,AMIRAJ COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813802848,"AT VILLAGE: KHORAJ NR. TATA-NENO PLANT, SARKHEJ-VIRAMGAM HIGHWAY TA.: SANAND DIST. : AHMEDABAD PINCODE:382170","CIVIL,  MECH, CSE, ELECTRICAL, ECE",,,,,,,
544,GUJARAT,VADODARA,"FACULTY OF TECHNOLOGY & ENGINEERING, THE MAHARAJA SAYAJIRAO UNIVERSITY OF BARODA",1-2813811996,"FACULTY OF TECHNOLOGY & ENGINEERING, KALABHAVAN, POST BOX 51, DANDIA BAZAR, VADODARA - 390001","CIVIL, MECH, CSE, ELECTRICAL, CHEM",,,,,,,
545,GUJARAT,SABARKANTHA,"TATVA INSTITUTE OF TECHNOLOGICAL STUDIE,(TITS),MODASA.",1-2813833265,"NEAR KARNA PUMP,MODASA- SHAMLAJI ROAD,MODASA.","CIVIL,  MECH, CSE, ELECTRICAL, ECE, IT, CHEM, AUTOMOBILE",,,,,,,
546,GUJARAT,JAMNAGAR,"KANKESHWARIDEVI INSTITUE OF TECHNOLOGY,JAMNAGAR",1-2813833922,"NEAR NARNAPARA FOREST NURSERY, OPP.RANJITSAGAR DAM, JAMNAGAR-SAMANA ROAD, JAMNAGAR","CIVIL, MECH, CSE, ELECTRICAL, CHEM, ECE",,,,,,,
547,GUJARAT,BHAVNAGAR,SHRI J.M.SABVA INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813871866,BHAVNAGAR ROAD,"CIVIL,  MECH, CSE, ELECTRICAL, ECE",,,,,,,
548,GUJARAT,VADODARA,INSTITUTE OF TECHNOLOGY AND MANAGEMENT UNIVERSE TECHNICAL CAMPUS,1-2813892907,"ITM UNIVERSE CAMPUS, DHANNORA TANK ROAD, VILLAGE PALDI, BEHIND SUPREME HOTEL, HALOL HIGHWAY, NEAR JAROD, TALUKA WAGHODIA, VADODARA","Mechanical Engineering,Computer Science Engineering,Civil Engineering,Electrical Engineering,Architecture Engineering,Automobile Engineering,ECE",,,,,,,
549,GUJARAT,NAVSARI,GIDC DEGREE ENGINERING COLLEGE,1-2813904721,"BLOCK NO. 997, VILLAGE: ABRAMA, TALUKA: JALALPORE, DISTRICT, NAVSARI","CIVIL,  MECH, CSE, ELECTRICAL, AUTOMOBILE",,,,,,,
550,GUJARAT,GANDHINAGAR,AADISHWAR COLLEGE OF TECHNOLOGY- VENUS,1-2813961046,"BHOYAN RATHOD , OPP. IFFCO ADALAJ-KALOL HIGHWAY ROAD, DIST. GANDHINAGAR - 382422","CIVIL,  MECH, CSE, ELECTRICAL, ECE, IT, CHEM, AUTOMOBILE",,,,,,,
551,GUJARAT,GANDHINAGAR,ALPHA COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813990575,"B/S. LINCON POLYMERS, VIA. VADSAR, VILLAGE - KHATRAJ, TALUKA - KALOL, GANDHINAGAR - 382721","CIVIL,  MECH, CSE, ELECTRICAL, ECE, IT",,,,,,,
552,GUJARAT,ANAND,IPCOWALA INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2814009311,"AMRAPALI TOWNSHIP, PETLAD-KHAMBHAT ROAD, DHARMAJ-388430, TA : PETLAD, DIST : ANAND","CIVIL,  MECH, CSE, EEE, AUTOMOBILE",,,,,,,
553,GUJARAT,GANDHINAGAR,SWAMINARAYAN COLLEGE OF ENGINEERING & TECHNOLOGY(DEGREE),1-2814011393,OPP. KALOL G.I.D.C. MEHSANA HIGHWAY,"CIVIL,  MECH, CSE, ELECTRICAL, AUTOMOBILE",,,,,,,
554,GUJARAT,RAJKOT,SANJAYBHAI RAJGURU COLLEGE OF ENGINEERING,1-2814016777,RAJHAS EDUCATION TRUST OM SHANTI ENGGINEERING COLLEGE AT - POST HADMATIYA RAJKOT MORVI HIGHWAY POST BOX - 1006 RAJKOT - 360 003 GUJARAT IND,"IT, MECH, CSE, ELECTRICAL, ECE",,,,,,,
555,GUJARAT,VADODARA,NEOTECH INSTITUTE OF TECHNOLOGY,1-2814050034,"AT & POST:VIROD TA:VADODARA, DIST: VADODARA","CIVIL,  MECH, CSE, ELECTRICAL",,,,,,,
556,GUJARAT,AHMEDABAD,APOLLO INSTITUTE OF ENGINEERING,1-2814073080,"C/O SNME CAMPUS, AT ANASAN, NARODA - DEHGAM ROAD, TA. DASCROI, AHMEDABAD-382330, GUJARAT","CIVIL,  MECH, CSE, ELECTRICAL, IT",,,,,,,
557,GUJARAT,BHAVNAGAR,GYANMANJARI INSTITUTE OF TECHNOLOGY,1-2814087488,"SURVEY NO.30, T.P. NO. 06, P.NO. 39, F.P NO. 39, AT SIDSAR, BHAVNAGAR  364060, GUJARAT, INDIA","CIVIL,  MECH, CSE, ELECTRICAL, ECE",,,,,,,
558,GUJARAT,MEHSANA,"SANKALCHAND PATEL COLLEGE OF ENGINEERING, VISNAGAR",1-2816361773,"SANKALCHAND PATEL SAHAKAR VIDYADHAM, GANDHINAGAR - AMBAJI STATE HIGHWAY, KAMANA CHAR RASTA,","CIVIL,  MECH, CSE, ELECTRICAL, ECE, IT",,,,,,,
559,GUJARAT,NAVSARI,PRIME INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2844517761,"278 VILL. MANGROL,JALALPORE,NAVSARI(GUJARAT)","CIVIL,  MECH, CSE, ELECTRICAL, ECE",,,,,,,
560,GUJARAT,ANAND,KNOWLEDGE INSTITUTE OF TECHNOLOGY AND ENGINEERING,1-2846059221,"KNOWLEDGE CAMPUS, NEAR S.P.UNIVERSITY SPORT COMPLEX, BAKROL- VADTAL ROAD, BAKROL- 388315","CIVIL,  MECH, CSE, ELECTRICAL, ECE",,,,,,,
561,GUJARAT,PATAN,M.K. COLLEGE OF ENGINEERING & TECHNOLOGICAL RESEARCH,1-2873521571,"PATAN-DEESA HIGHWAY ROAD, MATARWADI OPP. HEMCHANDRACHARYA NORTH GUJARAT UNIVERSITY PATAN 384265","CIVIL,  MECH, CSE, ELECTRICAL, ECE",,,,,,,
562,GUJARAT,GANDHINAGAR,SCHOOL OF PETROLEUM TECHNOLOGY,1-2879670128,"PANDIT DEENDAYAL PETROLEUM UNIVERSITY, RAISAN","CIVIL,  MECH, CSE, ELECTRICAL, ECE",,,,,,,
563,HARYANA,GURGAON,GURGAON INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1-2813465337,"VILLAGE PATHRERI BILASPUR TAURU ROAD, GURGAON, HARYANA -122413","MECH, CSE, ELECTRICAL, ECE",,,,,,,
564,HARYANA,GURGAON,DRONACHARYA COLLEGE OF ENGINEERING,1-2813522393,"KHENTAWAS, FARRUKH NAGAR, GURGAON -123506","CIVIL,  MECH, CSE, ECE, IT",,,,,,,
565,HARYANA,FARIDABAD,B.S.ANANGPURIA INSTITUTE OF TECHNOLOGY & MANAGEMENT,1-2813531364,"VILLAGE: ALAMPUR, BALLABGARH-SOHNA ROAD, FARIDABAD, HARYANA","CIVIL,  MECH, CSE, ECE, IT",,,,,,,
566,HARYANA,MAHENDERGARH,YADUVANSHI COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813536389,"V.P.O PATIKARA, TEHSIL NARNAUL, DISTT. MAHENDERGARH 123001","MECH, CSE, ELECTRICAL, ECE",,,,,,,
567,HARYANA,YAMUNA NAGAR,SHREE SIDDHIVINAYAK EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS,1-2813536910,"SHAHPUR, JAGADHRI-BILASPUR ROAD NEAR VITA MILK PLANT TEHSIL BILASPUR DISTT. YAMUNA NAGAR HARYANA","Civil Engineering,ECE,Mechanical Engineering,Computer Science Engineering,Electrical Engineering,Automobile Engineering",,,,,,,
568,HARYANA,AMBALA,KALPI INSTITUTE OF TECHNOLOGY,1-2813549705,"AMBALA JAGADHRI ROAD, NH-73, NEAR AIR FORCE STATION, KALPI, DISTT. AMBALA , STATE HARYANA.","MECH, CSE, ELECTRICAL, ECE, IT , CIVIL",,,,,,,
569,HARYANA,PANIPAT,ASIA PACIFIC INSTITUTE OF INFORMATION TECHNOLOGY SD INDIA PANIPAT,1-2813563050,"FARIDPUR ROAD, G.T. ROAD, KARNAL SIDE, PANIPAT-132103","Computer Science Engineering,Electrical and Electronics Engineering,Mechatronics Engineering,Electronics Engineering",,,,,,,
570,HARYANA,AMBALA,GALAXY GLOBAL EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS,1-2813569477,"SHAHABAD-SAHA ROAD, NH-73, VILL. DINARPUR, DISTT. AMBALA","MECH, CSE, ELECTRICAL, ECE, IT",,,,,,,
571,HARYANA,PANIPAT,NAV NIRMAN SEWA SAMITI'S SAMALKHA GROUP OF INSTITUTIONS,1-2813574137,"VILLAGE HATHWALA, SAMALKHA, DISTT.-PANIPAT HARYANA PIN-132115","Mechanical Engineering,ECE,Computer Science Engineering,Civil Engineering,Electrical and Electronics Engineering,Mechanical and Automation Engineering,Aeronautical Engineering",,,,,,,
572,HARYANA,ROHTAK,MATU RAM INSTITUTE OF ENGINEERING & MANAGEMENT,1-2813574712,"OPPOSITE A.I.J.H.M COLLEGE, DELHI ROAD, ROHTAK-124001","MECH, CSE, ECE, IT",,,,,,,
573,HARYANA,FARIDABAD,LINGAYA'S GVKS INSTITUTE OF MANAGEMENT & TECHNOLOGY,1-2813582267,"KANWARA, OLD FARIDABAD - JASANA ROAD","MECH, CSE, ECE, IT, CIVIL",,,,,,,
574,HARYANA,SIRSA,JAN NAYAK CH. DEVI LAL MEMORIAL COLLEGE OF ENGINEERING,1-2813582763,"POST BOX NO. 81, BARNALA ROAD,","MECH, CSE, ECE, EEE, CIVIL",,,,,,,
575,HARYANA,BHIWANI,THE TECHNOLOGICAL INSTITUTE OF TEXTILE & SCIENCES,1-2813588758,PO BIRLA COLONY BHIWANI 127021 (HARYANA),"MECH, CSE, ECE, IT",,,,,,,
576,HARYANA,KURUKSHETRA,MODERN INSTITUTE OF ENGG. AND TECHNOLOGY,1-2813605552,"NH-1, VILLAGE-MOHRI, TEH-SHAHBAD(M) DISTT. KURUKSHETRA","MECH, CSE, ECE, IT, CIVIL",,,,,,,
577,HARYANA,PANCHKULA,PANCHKULA ENGINEERING COLLEGE,1-2813607888,"PANCHKULA ENGINEERING COLLEGE V.P.O MOULI,DIST-PANCHKULA(HARYANA) PINCODE 134118","MECH, CSE, ECE, EEE, CIVIL",,,,,,,
578,HARYANA,ROHTAK,"UNIVERSITY INSTITUTE OF ENGINEERING AND TECHNOLOGY, MAHARSHI DAYANAND UNIVERSITY, ROHTAK",1-2813615724,"UNIVERSITY INSTITUTE OF ENGINEERING AND TECHNOLOGY, MAHARSHI DAYANAND UNIVERSITY, ROHTAK - 124001","MECH, CSE, ECE, CIVIL, ELECTRICAL, BIOTECH",,,,,,,
579,HARYANA,PANCHKULA,SWAMI DEVI DYAL INSTITUTE OF ENGINEERING,1-2813616457,VILL.GOLPURA TEH.BARWALA DISTT-PANCHKULA (HARYANA)134118,"MECH, CSE, ECE, CIVIL, ELECTRICAL",,,,,,,
580,HARYANA,JHAJJAR,MERI COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2813619652,ASANDA NEAR SAMPLA TEHSIL: BAHADURGARH,"MECH, CSE, ECE, EEE, CIVIL",,,,,,,
581,HARYANA,PANIPAT,N. C. COLLEGE OF ENGINEERING,1-2813622778,"N. C. COLLEGE OF ENGINEERING, ISRANA (PANIPAT)","MECH, CSE, ECE, CIVIL",,,,,,,
582,HARYANA,SONEPAT,P.M.COLLEGE OF ENGINEERING,1-2813626801,"KAMI,DISTT.-SONEPAT,STATE-HARYANA,131001","MECH, CSE, ECE, CIVIL, ELECTRICAL, AERONAUTICAL, AUTO",,,,,,,
583,HARYANA,KURUKSHETRA,KURUKSHETRA INSTITUTE OF TECHNOLOGY & MANAGEMENT,1-2813628458,"VILL BHOR SAIDAN, PEHOWA ROAD","MECH, CSE, ECE, ELECTRICAL",,,,,,,
584,HARYANA,ROHTAK,R.N. ENGINEERING & MANAGEMENT COLLEGE FOR WOMEN,1-2813644923,"MAKRAULI KALAN, NH-71A, GOHANA ROAD, ROHTAK","MECH, CSE, ELECTRICAL, IT, CIVIL",,,,,,,
585,HARYANA,AMBALA,SHREE RAM MULKH INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813653297,VILL KHORABHURA TEH. NARAINGARH DISTT. AMBALA,"MECH, CSE, ECE, ELECTRICAL, IT",,,,,,,
586,HARYANA,SONEPAT,MAHAVEER SWAMI INSTITUTE OF TECHNOLOGY,1-2813667975,"VILLAGE JAGDISHPUR, NEAR RAILWAY CROSSING, SONEPAT, HARYANA 131030","MECH, CSE, ECE, ELECTRICAL, CIVIL",,,,,,,
587,HARYANA,FARIDABAD,BIMLA DEVI EDUCATIONAL SOCIETY'S GROUP OF INSTITUTIONS,1-2813675926,"JB KNOWLEDGE PARK, KHERI MANJHAWALI ROAD, NAHAR PAR, VILLAGE- MANJHAWALI, FARIDABAD( HARYANA) - 121102","MECH, CSE, ECE, ELECTRICAL",,,,,,,
588,HARYANA,PANIPAT,PANIPAT INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813676294,"70KM MILESTONE, NH-1, VILLAGE PATTIKALYANA, SAMALKHA","Computer Science Engineering,Mechanical Engineering,Civil Engineering,Textile Engineering,Information Technology,ECE",,,,,,,
589,HARYANA,FARIDABAD,AL- FALAH SCHOOL OF ENGINEERING & TECHNOLOGY,1-2813698518,"VILLAGE DHAUJ, (FARIDABAD), HARYANA","MECH, CSE, ELECTRICAL, IT, CIVIL, ECE",,,,,,,
590,HARYANA,ROHTAK,SAT PRIYA GROUP OF INSTITUTIONS,1-2813710576,0.5 KM MILESTONE,"MECH, CSE, ELECTRONICS, CIVIL",,,,,,,
591,HARYANA,PALWAL,APPLIED COLLEGE OF MANAGEMENT & ENGINEERING (ACME),1-2813715909,"72 KM STONE, NH-2 DELHI-MATHURA ROAD, MITROL ,PALWAL","MECH, CSE, CIVIL, ECE",,,,,,,
592,HARYANA,KARNAL,DOON VALLEY COLLEGE OF ENGINEERING,1-2813716292,"NEAR FIRE BRIDGADE STATION, OUTSIDE JUNDLA GATE,SECTOR-17","ECE,Computer Science Engineering,Electrical and Electronics Engineering,Civil Engineering,Information Technology,Automobile Engineering,Food Technology",,,,,,,
593,HARYANA,KURUKSHETRA,TECHNOLOGY EDUCATION & RESEARCH INSTITUTE,1-2813717056,"9TH MILESTONE, KAITHAL ROAD, VPO BARNA, KURUKSHETRA","Mechanical Engineering,Computer Science Engineering,Civil Engineering,Electrical and Electronics Engineering,ECE",,,,,,,
594,HARYANA,HISAR,GURU JAMBHESHWAR UNIVERSITY OF SCIENCE & TECHNOLOGY,1-2813722741,DELHI-SIRSA ROAD,"Printing and Packaging Technology,Computer Science Engineering,Biomedical Engineering,ECE,Mechanical Engineering,Information Technology,Food Technology",,,,,,,
595,HARYANA,SONEPAT,GATEWAY INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813730619,VILLLAGE GARH SHAHJANPUR & FAZILPUR SECTOR 11 SONEPAT HARYANA,"MECH, CSE, CIVIL, ECE",,,,,,,
596,HARYANA,JHAJJAR,SCHOOL OF ENGINEERING AND TECHNOLOGY,1-2813735915,"SOLDHA BAHADURGARH-BADLI ROAD, BAHADURGARH (HARYNA)","MECH, CSE, CIVIL, ECE, ELECTRICAL",,,,,,,
597,HARYANA,GURGAON,WORLD INSTITUTE OF TECHNOLOGY,1-2813738525,"8 K.M, MILESTONE, N.H.-71 B, SOHNA-PALWAL ROAD, SOHNA","MECH, CSE, CIVIL, ECE",,,,,,,
598,HARYANA,SONEPAT,DELHI INSTITUTE OF TECHNOLOGY & MANAGEMENT,1-2813763673,"NH-1 VILLAGE - BARAUT, GANNAUR, SONIPAT (HR)","MECH, CSE, CIVIL, ECE",,,,,,,
599,HARYANA,SONEPAT,"BHARAT INSTITUTE OF TECHNOLOGY, SONEPAT",1-2813767154,SONEPAT-GOHANA HIGHWAY VILLAGE NAINA TATARPUR NEAR MOHANA POLICE STATION SONEPAT-131025 HARYANA,"MECH, CSE, CIVIL, ECE, ELECTRICAL, IT",,,,,,,
600,HARYANA,JHAJJAR,P.D.MEMORIAL COLLEGE OF ENGINEERING,1-2813779258,"SECTOR 3-A, SARAI AURANGABAD, BAHADURGARH-124507 DISTT. JHAJJAR (HARYANA)","MECH, CSE, CIVIL, ECE, IT",,,,,,,
601,HARYANA,YAMUNA NAGAR,GANPATI INSTITUTE OF TECHNOLOGY & MANAGEMENT,1-2813787978,"VPO BILASPUR, CHHCHHRAULI ROAD, NEAR JAGADHRI","MECH, CSE, CIVIL, ECE, ELECTRICAL, IT",,,,,,,
602,HARYANA,FARIDABAD,BROWN HILLS COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2813796515,"VILLAGE DHAUJ, FARIDABAD, HARYANA-121004","MECH, CSE, CIVIL, ECE, EEE, IT",,,,,,,
603,HARYANA,KARNAL,DOON VALLEY INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813796949,OUTSIDE JUNDLA GATE KARNAL - 132001,"MECH, CSE, CIVIL, ECE, EEE, IT, AUTO, FOOD",,,,,,,
604,HARYANA,AMBALA,"MM ENGINEERING COLLEGE, MULLANA-AMBALA",1-2813800702,"VILLAGE - MULLANA, TEHSIL - BARARA, DISTRICT - AMBALA. HARYANA - 133203.","MECH, CSE, CIVIL, ECE, ELECTRICAL, IT",,,,,,,
605,HARYANA,JIND,VARDEY DEVI INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813801820,"BRAHMANWAS, TEHSIL:-JULANA DISTRICT :- JIND HARYANA 126101","MECH, CSE, CIVIL, ECE, EEE, IT",,,,,,,
606,HARYANA,HISAR,SHANTI NIKETAN COLLEGE OF ENGINEERING,1-2813809564,"12 KM, TOSHAM ROAD ,LADWA ,HISAR","MECH, CSE, CIVIL, ECE, IT",,,,,,,
607,HARYANA,HISAR,PRANNATH PARNAMI INSTITUTE OF MANAGEMENT & TECHNOLOGY,1-2813817825,"20 KM STONE NH-65, HISAR-RAJGARH ROAD, CHAUDHARYVAS, HISAR","MECH, CSE, CIVIL, ECE",,,,,,,
608,HARYANA,GURGAON,KIIT COLLEGE OF ENGINEERING,1-2813821717,"KIIT CAMPUS, SOHNA ROAD, GURGAON","MECH, CSE, CIVIL, ECE, EEE",,,,,,,
609,HARYANA,PALWAL,ADVANCED COLLEGE OF TECHNOLOGY & MANAGEMENT,1-2813823647,"70 K.M., DELHI MATHURA ROAD VPO AURANGABAD TEHSIL HODAL DISTT PALWAL (HR)","MECH, CSE, IT, ECE",,,,,,,
610,HARYANA,FARIDABAD,SATYUG DARSHAN INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813827161,"SATYUG DARSHAN VASUNDHARA, VILLAGE BHOPANI, LALPUR ROAD","MECH, CSE, CIVIL, ECE, ELECTRICAL, IT",,,,,,,
611,HARYANA,AMBALA,GURU NANAK INSTITUTE OF TECHNOLOGY,1-2813837437,"VILLAGE SOHANA, NEAR MULLANA, TEH. BARARA, DISTRICT AMBALA, PIN CODE - 133203","MECH, CSE, CIVIL, ECE",,,,,,,
612,HARYANA,BHIWANI,BRCM COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813839589,VIDYAGRAM BAHAL-127028 DISTT. BHIWANI HARYANA,"MECH, CSE, CIVIL, ECE, EEE",,,,,,,
613,HARYANA,JHAJJAR,GANGA INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1-2813841143,"20 KM MILESTONE, JHAJJAR- BAHADURGARH ROAD VILL. KABLANA, DISTT. JHAJJAR, HARYANA","Civil Engineering,Mechanical Engineering,ECE,Safety and Fire Engineering,Computer Science Engineering,Electrical Engineering",,,,,,,
614,HARYANA,MEWAT,MEWAT ENGINEERING COLLEGE (WAKF),1-2813849495,VILLAGE PALLA TEHSIL NUH DISTRICT MEWAT,"MECH, CSE, CIVIL, ECE, EEE",,,,,,,
615,HARYANA,SONEPAT,BAHRA INSTITUTE OF MANAGEMENT AND TECHNOLOGY,1-2813849875,"NH-71 A, VILL- CHIDANA, TEH- GOHANA, DISTT- SONEPAT","MECH, CSE, CIVIL, ECE, IT",,,,,,,
616,HARYANA,FARIDABAD,ISHWAR INSTITUTE OF TECHNOLOGY & RESEARCH,1-2813863153,"VILLAGE GHURASAN, P.O. TIGAON, TEHSIL BALLABGARH, FARIDABAD","MECH, CSE, ELECTRICAL, ECE",,,,,,,
617,HARYANA,FARIDABAD,RAWAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2813864129,"SOHNA ROAD, NEAR VILLAGE ZAKOPUR, FARIDABAD","MECH, CSE, ELECTRICAL, ECE",,,,,,,
618,HARYANA,PALWAL,ADVANCED INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1-2813866461,"70 KM , DELHI - MATHURA ROAD V.P.O : AURANGABAD TEHSIL : HODAL DISTRICT : PALWAL (HARYANA)","Automobile Engineering,Mechanical Engineering,ECE,Computer Science Engineering,Information Technology",,,,,,,
619,HARYANA,PALWAL,SATYA COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813867176,"72 KM STONE, DELHI-MATHURA ROAD, VILLEGE MITROL, TEH HODAL, DIST. PALWAL, HARYANA","MECH, CSE, EEE, ECE, CIVIL",,,,,,,
620,HARYANA,HISAR,OM INSTITUTE OF TECHNOLOGY & MANAGEMENT,1-2813874430,"VPO- JUGLAN, 12 KM STONE, NH - 65, CHANDIGARH ROAD, HISAR","Mechanical Engineering,Civil Engineering,Printing and Packaging Technology,ECE,Computer Science Engineering,Electrical Engineering,Information Technology",,,,,,,
621,HARYANA,JIND,BLS INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813886699,"BHIWANI ROAD, VILL - IGRAH","ECE,Computer Science Engineering,Mechanical Engineering,Electrical Engineering,Civil Engineering,Automobile Engineering,Information Technology",,,,,,,
622,HARYANA,JHAJJAR,HARYANA INSTITUTE OF TECHNOLOGY,1-2813891095,"34/41 KM STONE, DELHI- ROHTAK ROAD (NH-10), ASODHA, TEHSIL BAHADURGARH, DISTRICT JHAJJAR HARYANA","MECH, CSE, ECE, CIVIL",,,,,,,
623,HARYANA,BHIWANI,BHIWANI INSTITUTE OF TECHNOLOGY AND SCIENCES,1-2813891253,"10 KM STONE, BHIWANI-ROHTAK-DELHI ROAD, SARSA - GHOGRA, TEHSIL AND DISTRICT BHIWANI","MECH, CSE, ECE, CIVIL, ELECTRICAL",,,,,,,
